Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS 
1.82,398.6,726.3,0.32,0.25,7.36,5.09,0.21,3.92
1.35,0,0,0.43,0.39,4.45,3.49,0.28,3.92
1.74,0,0,0.26,0.25,4.34,3.18,0.22,3.92
1.43,358.16,511.39,0.51,0.36,4.41,3.97,0.27,3.92
1.77,242.25,427.81,0.45,0.25,4.78,3.84,0.22,3.92
1.39,560.35,780.74,0.47,0.34,5.23,4.11,0.27,3.92
1.61,0,0,0.42,0.26,3.89,2.32,0.24,3.92
0.89,1038.03,0,0.42,0.47,5.06,3.52,0.41,3.92
1.58,427.5,673.3,0.27,0.28,7.33,5.85,0.24,3.91
1.72,0,0,0.2,0.25,4,2.84,0.22,3.91
1.22,490.1,599.8,0.24,0.38,5.6,4.85,0.31,3.91
1.46,0,0,0.18,0.29,4.99,3.3,0.26,3.91
1.24,0,0,0.25,0.38,5.92,3.46,0.31,3.91
1.23,708.27,868.45,0.52,0.43,5.72,4.36,0.3,3.91
1.15,0,0,0.5,0.43,5.35,3.24,0.33,3.91
1.61,0,0,0.46,0.29,3.37,1.93,0.24,3.91
1.06,436.07,462.84,0.52,0.49,4.68,3.83,0.35,3.91
1.15,341.9,391.85,0.48,0.42,4.48,3.85,0.33,3.91
1.18,0,0,0.45,0.38,4.54,2.81,0.32,3.91
1.51,318.8,480.9,0.23,0.31,5.05,4.89,0.25,3.9
1.66,291.8,484.1,0.26,0.28,4.81,3.8,0.23,3.9
5.18,0,0,0.15,0.07,3.79,2.51,0.07,3.9
1.47,413.2,606.4,0.34,0.33,7.04,4.91,0.26,3.9
3.79,0,0,0.18,0.11,3.45,2.87,0.1,3.9
1.51,280.8,425.1,0.26,0.3,6.17,5.71,0.25,3.9
1.77,0,0,0.24,0.28,4.68,3.33,0.22,3.9
1.31,521.46,682.53,0.49,0.38,5.65,4.63,0.29,3.9
1.73,0,0,0.4,0.23,2.57,1.77,0.22,3.9
1.57,0,0,0.31,0.31,7.14,3.08,0.24,3.89
1.58,0,0,0.32,0.31,7.14,3.06,0.24,3.89
1.3,477.5,619.1,0.37,0.41,4.34,4.02,0.29,3.89
1.24,0,0,0.45,0.43,6.12,3.54,0.3,3.89
1.54,0,0,0.33,0.33,3.89,2.83,0.24,3.89
1.23,0,0,0.49,0.39,4.39,2.76,0.31,3.89
1.21,792.97,959.63,0.53,0.44,5.56,4.46,0.31,3.89
1.1,732.75,806.44,0.51,0.47,6.08,3.92,0.34,3.89
1.18,557.1,655.8,0.33,0.44,5.11,4.11,0.32,3.88
1.45,0,0,0.36,0.34,4.95,3.69,0.26,3.88
1.09,604.7,660.4,0.36,0.49,6.13,4.01,0.34,3.88
1.61,384.2,617.5,0.26,0.28,6.53,5.79,0.24,3.88
1.4,367.4,512.6,0.33,0.33,5.02,3.96,0.27,3.88
1.49,349.94,521.45,0.47,0.31,5.15,4.99,0.25,3.88
1.41,408.1,577.25,0.46,0.33,4.86,3.95,0.27,3.88
1.51,0,0,0.28,0.3,4.36,3.43,0.25,3.87
1.55,391,607.1,0.32,0.3,5.05,3.99,0.24,3.87
1.21,0,0,0.28,0.39,4.22,3.44,0.31,3.87
1.82,389.39,708.07,0.45,0.25,6.31,5.17,0.21,3.87
1.56,242.7,378.3,0.2,0.26,5.5,5.14,0.24,3.87
2.12,135.46,286.84,0.46,0.22,5.09,4.6,0.18,3.87
2.08,0,0,0.42,0.2,4.03,2.31,0.18,3.87
1.59,0,0,0.39,0.25,3.66,2.21,0.24,3.87
1.69,0,0,0.09,0.25,3.1,2.64,0.22,3.86
1.44,0,0,0.19,0.31,4.35,2.44,0.26,3.86
1.64,0,0,0.33,0.25,5.83,3.54,0.23,3.86
0.98,1259.7,1230,0.5,0.62,5.33,4.23,0.37,3.86
1.82,0,0,0.15,0.23,5.14,3.65,0.21,3.86
1.26,468.1,587.9,0.31,0.38,6.79,3.83,0.3,3.86
1.28,524.44,670.91,0.48,0.38,7.01,5.56,0.29,3.86
1.4,448.62,627.55,0.49,0.35,5.84,4.07,0.27,3.86
1.38,377,519.78,0.43,0.32,5.77,4.25,0.27,3.86
1.63,0,0,0.55,0.34,3.98,2.54,0.23,3.86
1.08,745.32,807.89,0.51,0.47,5.75,4.54,0.34,3.86
1.09,0,0,0.53,0.49,3.83,2.72,0.34,3.86
1.53,0,0,0.31,0.32,7.1,3.09,0.24,3.85
1.24,205.8,255.3,0.43,0.42,4.51,3.73,0.3,3.85
1.3,644,840.3,0.32,0.4,4.74,4.41,0.29,3.85
1.67,463,773.3,0.34,0.29,7.64,5.38,0.22,3.85
1.42,408.81,580.01,0.49,0.35,7.22,4.29,0.27,3.85
1.75,0,0,0.41,0.23,3.69,1.89,0.22,3.85
1.12,883,985.58,0.59,0.53,4.71,3.74,0.33,3.85
1.34,380.89,511.68,0.5,0.37,4.65,4.08,0.28,3.85
1.92,247.4,474.5,0.27,0.24,4.83,3.98,0.2,3.84
1.68,0,0,0.21,0.26,4.33,3.41,0.22,3.84
1.83,0,0,0.16,0.23,5.44,3.65,0.21,3.84
1.6,0,0,0.27,0.28,4.56,3.33,0.23,3.84
1.36,330.36,449.45,0.43,0.32,5.09,3.82,0.28,3.84
1.1,899.53,987.2,0.52,0.47,5.38,4.57,0.33,3.84
1.19,502.37,597.78,0.57,0.48,5.08,3.8,0.31,3.84
1.31,585.6,766.67,0.48,0.37,7.74,4.63,0.29,3.84
0.95,968.25,921.08,0.52,0.55,5.32,4.37,0.39,3.84
1.54,0,0,0.1,0.25,3.33,2.61,0.25,3.83
1.1,504.2,556.7,0.39,0.45,5.85,4.73,0.33,3.83
1.44,0,0,0.25,0.32,4.8,3.47,0.26,3.83
1.44,0,0,0.14,0.28,3.78,2.8,0.26,3.83
1.46,0,0,0.36,0.33,5.2,2.43,0.25,3.83
1.51,0,0,0.3,0.31,4.85,3.55,0.25,3.83
1.18,0,0,0.28,0.39,4.13,3.08,0.31,3.83
1.36,360.1,488.7,0.29,0.34,5.29,4.41,0.27,3.83
1.08,0,0,0.52,0.48,5.38,3.48,0.34,3.83
1.26,0,0,0.27,0.34,4.54,3.14,0.29,3.82
1.53,0,0,0.32,0.32,7.22,3.14,0.24,3.82
1.57,0,0,0.31,0.31,7.1,3.09,0.24,3.82
1.51,0,0,0.26,0.29,4.79,3.29,0.25,3.82
1.66,432.33,717.49,0.46,0.28,6.36,5.21,0.23,3.82
1.19,0,0,0.39,0.42,4.62,3.65,0.31,3.82
2.39,0,0,0.29,0.17,3.54,3.23,0.16,3.82
1.26,0,0,0.43,0.4,5.35,3.05,0.29,3.82
1.53,0,0,0.31,0.32,7.09,3.17,0.24,3.82
1.21,424.33,511.63,0.49,0.4,5.14,3.8,0.3,3.82
1.85,0,0,0.28,0.24,4.28,3.02,0.2,3.81
1.55,0,0,0.32,0.31,7.17,3.12,0.24,3.81
1.31,177.54,231.9,0.48,0.37,4.62,3.81,0.28,3.81
1.19,497.8,590.9,0.43,0.44,4.68,4.02,0.3,3.81
1.52,0,0,0.25,0.25,4.12,2.92,0.25,3.81
1.16,0,0,0.35,0.42,4.06,3.12,0.31,3.81
1.57,0,0,0.31,0.31,7.08,3.13,0.24,3.81
1.44,277.55,400.89,0.41,0.29,5.09,4.44,0.26,3.81
1.09,0,0,0.48,0.44,4.84,2.88,0.34,3.81
1.25,641.27,801.5,0.51,0.41,4.86,3.79,0.29,3.81
1.73,291.57,504.56,0.41,0.24,7.32,6.46,0.22,3.81
1.29,438.26,564.95,0.5,0.39,5.92,4.92,0.29,3.81
1.21,769.05,932.02,0.53,0.44,6.1,5.06,0.3,3.81
1.41,355.7,502.3,0.36,0.29,4.85,4.05,0.26,3.8
1.52,0,0,0.33,0.33,7.31,3.2,0.24,3.8
1.64,0,0,0.38,0.32,6.98,3.33,0.23,3.8
1.17,0,0,0.29,0.4,5.6,3,0.32,3.8
1.59,0,0,0.31,0.3,7.07,3.04,0.23,3.8
1.03,401.48,412.87,0.54,0.53,5.16,3.79,0.35,3.8
1.21,1035.84,1252.19,0.58,0.48,6.21,4.92,0.3,3.8
1.24,431.58,533.95,0.42,0.34,6.76,4.12,0.3,3.8
1.35,0,0,0.32,0.24,2.56,1.53,0.28,3.8
1.04,1002.21,1038.87,0.53,0.51,5.47,3.78,0.35,3.8
1.89,367.9,696.7,0.32,0.23,7.2,5.05,0.2,3.79
1.28,0,0,0.25,0.35,4.18,2.56,0.29,3.79
1.49,0,0,0.29,0.32,4.68,3.59,0.25,3.79
1.37,323.2,441.6,0.29,0.37,4.61,3.89,0.27,3.79
1.52,344.7,525,0.28,0.3,7.47,5.84,0.24,3.79
1.44,535.97,770.91,0.46,0.32,5.78,5.52,0.26,3.79
1.4,506.65,711.66,0.47,0.33,5.37,4.6,0.26,3.79
1.68,298.37,500.21,0.42,0.25,4.72,4.02,0.22,3.79
1.19,674.08,800.15,0.51,0.43,5.22,4.6,0.31,3.79
1.21,781.52,947.75,0.53,0.44,5.4,4.45,0.3,3.79
0.96,703.02,678.17,0.54,0.56,5.25,4.11,0.38,3.79
1.76,282.47,497.95,0.44,0.25,8.91,5.06,0.21,3.79
1.44,685.44,984.39,0.55,0.39,5,4.62,0.26,3.79
1.57,0,0,0.31,0.31,7.09,3.13,0.23,3.78
1.74,0,0,0.35,0.29,6.17,3.26,0.21,3.78
1.19,535.91,635.92,0.5,0.42,5.47,4.12,0.31,3.78
1.3,447.02,579.45,0.44,0.34,6.68,5.68,0.28,3.78
0.95,1544.6,1463.3,0.72,0.64,7.32,6.86,0.37,3.77
1.74,0,0,0.27,0.26,4.86,3.71,0.21,3.77
1.53,107.1,164.3,0.24,0.3,4.68,3.94,0.24,3.77
1.89,0,0,0.28,0.25,4.9,3.64,0.2,3.77
1.33,0,0,0.06,0.3,3.44,2.68,0.28,3.77
1.22,304.9,371,0.41,0.43,6.09,3.77,0.3,3.77
1.03,410.7,424.6,0.44,0.47,5.28,3.81,0.35,3.77
1.44,533.09,766.15,0.51,0.35,4.69,3.98,0.25,3.77
1.74,0,0,0.4,0.23,2.57,1.75,0.22,3.77
1.24,474.73,587.53,0.48,0.38,4.58,3.86,0.3,3.77
1.55,0,0,0.39,0.25,3.89,2.05,0.24,3.77
1.48,0,0,0.48,0.33,8.61,3.28,0.25,3.77
1.23,971.3,1191.8,0.6,0.48,6.12,5.54,0.29,3.76
1.35,0,0,0.17,0.28,5.94,3.6,0.27,3.76
2,0,0,0.27,0.24,3.43,2.6,0.18,3.76
1.46,0,0,0.33,0.34,7.27,3.21,0.25,3.76
1.55,0,0,0.33,0.32,7.31,3.15,0.24,3.76
1.44,0,0,0.29,0.33,4.1,3.28,0.25,3.76
1.01,835.7,845,0.42,0.49,4.43,3.94,0.35,3.76
0.99,900.41,891.46,0.51,0.51,5.32,3.98,0.36,3.76
1.15,472.13,545.14,0.49,0.42,5.22,3.81,0.31,3.76
1.14,610.8,698.87,0.5,0.44,5.9,4.05,0.32,3.76
1.21,230.27,278.41,0.5,0.42,5.13,3.86,0.3,3.76
1.24,617.52,767.21,0.5,0.4,5.35,4.97,0.3,3.76
1.75,0,0,0.39,0.22,2.55,1.74,0.21,3.76
1.06,1081.26,1142,0.57,0.54,5.16,4.07,0.34,3.76
1.28,463.09,591.7,0.49,0.38,4.99,4.36,0.29,3.76
1.34,509.71,685.27,0.46,0.34,5.8,5.11,0.27,3.76
1.37,441.56,603.89,0.55,0.4,4.63,4.3,0.26,3.76
2.02,259.55,525.4,0.4,0.2,4.56,4.08,0.18,3.76
1.31,0,0,0.42,0.32,4.79,1.74,0.28,3.76
1.74,176.7,307.5,0.16,0.24,5.36,3.85,0.21,3.75
1.54,0,0,0.24,0.29,4.91,3.37,0.24,3.75
1.11,0,0,0.17,0.39,4.35,3.49,0.33,3.75
1.02,416.64,425.38,0.54,0.53,5.15,3.82,0.35,3.75
1.47,330.04,485.78,0.43,0.29,5.53,4.06,0.25,3.75
1.26,705.02,889.37,0.51,0.41,6.14,5.35,0.28,3.75
1.25,476.27,594.91,0.52,0.42,5.45,4.04,0.29,3.75
1.45,0,0,0.13,0.32,3.53,2.59,0.25,3.74
1.21,553.7,670.9,0.28,0.4,7.01,5.56,0.3,3.74
1.38,0,0,0.22,0.36,4.2,2.62,0.26,3.74
1.37,0,0,0.28,0.33,3.89,2.46,0.27,3.74
1.53,0,0,0.31,0.32,7.16,3.15,0.24,3.74
1.31,582.8,763,0.33,0.37,7.74,4.63,0.28,3.74
1.35,0,0,0.37,0.36,5.78,3.34,0.27,3.74
1.17,636.95,744.09,0.5,0.42,6.33,4.11,0.31,3.74
1.33,389.33,519.27,0.46,0.34,4.61,3.99,0.27,3.74
1.27,268.2,340.01,0.5,0.39,4.67,4.35,0.28,3.74
0.95,1555.2,1476.3,0.71,0.67,7.46,7.05,0.36,3.73
1.65,0,0,0.23,0.27,4.42,2.95,0.22,3.73
1.81,0,0,0.16,0.22,4.38,2.73,0.2,3.73
1.71,0,0,0.1,0.24,2.84,2.57,0.22,3.73
1.32,0,0,0.21,0.34,4.26,2.53,0.27,3.73
2.3,0,0,0.12,0.17,3.31,2.75,0.16,3.73
1.07,647.83,693.72,0.52,0.48,6.37,4.26,0.34,3.73
1.5,402.74,605.02,0.43,0.29,6.49,4.62,0.24,3.73
1.49,349.94,521.45,0.47,0.31,5.19,5.01,0.25,3.72
1.76,0,0,0.05,0.2,2.78,2.48,0.21,3.72
2.37,0,0,0.18,0.18,3.92,2.95,0.16,3.72
1.26,533.6,673.01,0.46,0.37,7.14,5.65,0.29,3.72
1.1,592.86,653.08,0.53,0.48,5.19,3.96,0.33,3.72
1.35,0,0,0.39,0.29,3.05,1.41,0.27,3.72
1.08,398.05,429.87,0.51,0.48,4.52,3.75,0.34,3.72
1.37,318.9,435.76,0.5,0.37,4.61,3.89,0.26,3.72
1.64,0,0,0.28,0.27,4.66,2.95,0.22,3.71
1.5,0,0,0.34,0.31,5.88,3.56,0.24,3.71
1.1,0,0,0.28,0.46,4.84,2.49,0.33,3.71
1.23,983.78,1211.67,0.57,0.47,6.24,4.89,0.29,3.71
1.37,277.35,380.66,0.44,0.32,5,3.99,0.26,3.71
1.21,778.63,940.19,0.54,0.45,4.19,3.82,0.3,3.71
1.31,345.85,452.48,0.53,0.41,6.31,3.81,0.27,3.71
1.23,702.5,861.3,0.45,0.43,5.73,4.39,0.29,3.7
1.36,0,0,0.16,0.27,5.88,3.45,0.27,3.7
1.9,0,0,0.27,0.24,5.57,2.87,0.19,3.7
1.52,0,0,0.31,0.32,7.05,3.22,0.24,3.7
1.56,290.8,453.2,0.25,0.29,7.35,5.77,0.23,3.7
2.07,186,385,0.18,0.19,5.72,5.06,0.18,3.7
1.33,351.1,467.5,0.28,0.34,5.33,4.33,0.27,3.7
1.24,244,301.42,0.49,0.4,5.02,3.83,0.29,3.7
1.1,269.3,297.41,0.52,0.47,5.13,4.4,0.32,3.7
1.74,77.5,134.5,0.38,0.29,5.05,3.73,0.21,3.69
1.52,333.2,507.5,0.24,0.28,5.19,4.51,0.24,3.69
1.61,0,0,0.31,0.3,7.07,3.05,0.22,3.69
1.2,387.87,467.34,0.47,0.39,5.04,3.87,0.3,3.69
1.8,443.75,797,0.46,0.26,7.15,5.63,0.2,3.69
1.01,704.98,708.86,0.58,0.57,5.69,3.86,0.35,3.69
1.08,676.5,730.23,0.52,0.48,6.79,5.28,0.33,3.69
1.9,0,0,0.67,0.22,4.73,2.77,0.19,3.68
1.54,0,0,0.31,0.32,7.15,3.09,0.23,3.68
1.57,0,0,0.32,0.3,4.4,2.71,0.23,3.68
1.52,0,0,0.31,0.32,7.11,3.21,0.23,3.68
1.49,0,0,0.31,0.33,7.14,3.2,0.24,3.68
1.68,0,0,0.17,0.27,3.75,2.61,0.22,3.68
1.8,0,0,0.43,0.24,5.65,2.54,0.2,3.68
1.17,724.27,845.86,0.53,0.45,5.35,4.44,0.3,3.68
1.22,509.31,622.44,0.48,0.39,5.4,3.78,0.29,3.68
1.49,358.1,532.7,0.47,0.31,5.16,4.99,0.24,3.67
1.59,0,0,0.14,0.25,3.46,2.72,0.23,3.67
1.57,0,0,0.32,0.31,7.13,3.05,0.23,3.67
1.2,0,0,0.32,0.44,5.22,3.56,0.3,3.67
1.15,347.6,398.3,0.33,0.43,4.49,3.85,0.31,3.67
1.27,703.4,893.4,0.43,0.39,6.21,5.96,0.28,3.67
1.3,0,0,0.28,0.37,5.31,3.45,0.27,3.67
1.17,310.25,364.13,0.48,0.41,5.02,3.82,0.3,3.67
1.71,181.51,310.81,0.42,0.25,5.39,3.83,0.21,3.67
1.23,446.12,548.95,0.48,0.39,5.23,4.51,0.29,3.67
1.26,319.26,402.38,0.43,0.34,4.94,4.66,0.29,3.67
2.39,0,0,0.12,0.16,3.31,2.86,0.15,3.66
1.33,0,0,0.17,0.29,5.98,3.64,0.27,3.66
2.33,0,0,0.21,0.17,3.98,2.58,0.15,3.66
1.87,388.6,726.2,0.32,0.24,7.26,5.08,0.19,3.66
2.04,0,0,0.27,0.24,3.41,2.59,0.17,3.66
2.02,0,0,0.22,0.21,4.17,3.28,0.18,3.66
1.18,699.59,822.49,0.5,0.42,7.84,6.4,0.3,3.66
1.3,472.94,613.18,0.53,0.41,4.35,4.02,0.27,3.66
1.14,0,0,0.49,0.43,4.98,2.67,0.31,3.66
1.26,353.69,446.48,0.44,0.35,6.03,3.86,0.28,3.66
1.93,252,486.1,0.33,0.24,4.7,3.94,0.18,3.65
1.33,474.1,630.5,0.3,0.35,6.15,4.27,0.27,3.65
1.73,0,0,0.38,0.29,5.06,3.71,0.2,3.65
1.43,309.6,443.7,0.18,0.34,6.46,4.07,0.25,3.65
1.33,0,0,0.16,0.29,5.96,3.62,0.27,3.65
1.59,0,0,0.2,0.32,4.64,3.6,0.23,3.65
2.24,0,0,0.12,0.2,3.36,2.86,0.16,3.65
1.17,0,0,0.54,0.46,5.48,2.53,0.3,3.65
1,750.76,753.9,0.54,0.54,7.02,5.12,0.35,3.65
1.72,393.64,676.52,0.42,0.25,6.64,6.16,0.21,3.65
2.25,194.22,436.58,0.42,0.19,4.76,3.77,0.16,3.65
1.17,539.99,632.35,0.48,0.41,4.51,3.9,0.3,3.65
1.28,280.09,359.14,0.5,0.39,6.12,4.56,0.27,3.65
1.16,610.03,710.05,0.58,0.5,5.09,3.76,0.3,3.65
1.66,0,0,0.13,0.26,3.59,2.61,0.22,3.64
1.74,182.7,318.7,0.16,0.24,5.39,3.91,0.21,3.64
1.18,359.7,423.1,0.22,0.37,5.57,4.23,0.3,3.64
1.69,246.97,417.76,0.45,0.27,5.62,4.69,0.21,3.64
1.49,615.69,918.67,0.52,0.35,4.77,4.42,0.23,3.64
1.02,705,719.9,0.56,0.55,5.37,3.76,0.34,3.64
1.63,134.92,219.46,0.48,0.3,4.8,3.82,0.22,3.64
1.53,0,0,0.35,0.23,3.14,1.73,0.24,3.64
1.65,218.34,360.65,0.36,0.22,5.76,4.45,0.22,3.64
1.09,584.79,638.59,0.54,0.5,6.13,4.01,0.32,3.64
1.52,392.06,597.64,0.52,0.34,4.97,3.89,0.23,3.64
1.21,690.76,837.97,0.49,0.4,5.03,4.31,0.29,3.64
1.35,0,0,0.48,0.35,4.59,3.03,0.26,3.64
1.09,802.68,874.44,0.53,0.49,5.56,4.26,0.32,3.64
1.32,505.7,669.3,0.33,0.36,6.01,4.22,0.27,3.63
1.23,0,0,0.37,0.44,5.81,2.76,0.28,3.63
2.14,0,0,0.23,0.2,4.29,2.53,0.17,3.63
2.21,0,0,0.08,0.17,3.92,3.3,0.16,3.63
1.64,173.59,285.23,0.39,0.24,4.72,3.87,0.22,3.63
1.31,177.54,231.9,0.48,0.37,4.62,3.81,0.27,3.63
1.54,0,0,0.41,0.27,6.03,1.36,0.23,3.63
1.81,81.35,147.62,0.47,0.26,4.19,3.72,0.2,3.63
1.2,499.7,598.6,0.56,0.47,4.92,3.81,0.29,3.63
1.4,97.26,136.42,0.4,0.29,4.21,3.74,0.25,3.63
0.97,918.25,890.55,0.52,0.53,5.4,4.26,0.36,3.63
1.4,0,0,0.45,0.32,4.06,2.1,0.25,3.63
1.48,369.82,547.88,0.47,0.32,5.19,5.02,0.24,3.62
1.54,0,0,0.43,0.31,4.38,3.29,0.23,3.62
1.96,0,0,0.15,0.19,3.92,2.99,0.18,3.62
1.01,0,0,0.52,0.52,5.32,3.59,0.34,3.62
1.01,757.4,765.76,0.53,0.53,5.49,3.89,0.34,3.62
1.93,0,0,0.43,0.22,3.98,1.95,0.19,3.62
1.33,521.96,695.25,0.46,0.34,5.86,5.11,0.26,3.62
1.32,299.32,395.81,0.43,0.33,5.21,3.74,0.27,3.62
1.22,770.36,937.31,0.53,0.44,5.37,4.42,0.29,3.62
1.33,193,256.05,0.47,0.35,4.9,4.05,0.27,3.62
1.59,277.38,440.29,0.49,0.31,6.09,4.66,0.22,3.62
1.31,461.03,605.54,0.46,0.35,6.49,5.04,0.27,3.62
1.05,1158.22,1124.78,0.42,0.4,6.37,4.45,0.33,3.62
1.27,699.7,889.6,0.54,0.39,5.69,4.03,0.27,3.61
1.58,0,0,0.22,0.26,4.75,3.58,0.22,3.61
2.15,0,0,0.24,0.21,3.58,2.66,0.16,3.61
1.36,0,0,0.16,0.27,5.88,3.52,0.26,3.61
2.55,0,0,0.14,0.15,3.24,2.75,0.14,3.61
1.16,594.4,688.5,0.4,0.48,4.78,3.81,0.3,3.61
2.09,0,0,0.12,0.19,3.41,2.59,0.17,3.61
1.53,0,0,0.33,0.32,7.24,3.15,0.23,3.61
1.47,0,0,0.49,0.33,5.09,2.58,0.24,3.61
1.48,232.4,344.87,0.48,0.32,4.35,3.75,0.24,3.61
1.46,265.87,387.52,0.42,0.29,4.57,4.14,0.24,3.61
1.17,373.61,437.26,0.48,0.41,4.96,3.9,0.3,3.61
2.07,0,0,0.45,0.22,3.45,2.14,0.17,3.61
2.04,118.7,241.7,0.13,0.18,5.83,5.06,0.18,3.6
1.48,374.7,555.68,0.47,0.32,5.16,5,0.24,3.6
1.16,1197.93,1390.15,0.6,0.51,6.67,6.4,0.29,3.6
1.16,728.6,843.5,0.41,0.42,6.17,4.49,0.3,3.6
1.32,0,0,0.22,0.32,5.16,2.8,0.27,3.6
1.45,0,0,0.39,0.27,4.46,1.24,0.25,3.6
1.11,776.21,862.32,0.48,0.43,4.98,4.23,0.31,3.6
2.9,0,0,0.42,0.15,5.15,2.01,0.12,3.6
1.26,230.21,290.31,0.47,0.37,5.89,3.83,0.28,3.6
1.51,0,0,0.17,0.28,3.74,3.09,0.23,3.59
1.69,0,0,0.12,0.24,3.58,2.9,0.21,3.59
1.07,0,0,0.28,0.45,5.2,3.69,0.32,3.59
2.06,0,0,0.45,0.22,3.42,2.23,0.17,3.59
1.15,302.36,347.58,0.47,0.41,4.48,3.93,0.3,3.59
1.17,522.08,612.53,0.51,0.44,5.01,4.05,0.3,3.59
1.21,0,0,0.54,0.45,4.69,3.15,0.28,3.59
1.24,428.88,533.55,0.48,0.39,6.35,5.8,0.28,3.59
1.5,358.6,536.5,0.23,0.31,5.11,4.94,0.23,3.58
2.28,0,0,0.08,0.15,3.29,2.88,0.16,3.58
1.39,462.1,640,0.26,0.34,6.92,5.15,0.25,3.58
1.31,270.2,354.9,0.26,0.35,4.78,4.14,0.27,3.58
1.58,102.3,161.4,0.24,0.29,4.68,3.93,0.22,3.58
1.56,0,0,0.42,0.27,4.4,2.11,0.23,3.58
1.54,575.08,883.07,0.5,0.33,5.09,4.14,0.23,3.58
1.01,372.07,375.55,0.53,0.52,4.68,3.77,0.34,3.58
1.29,512.06,658.05,0.46,0.36,6.28,3.8,0.27,3.58
1.62,0,0,0.42,0.26,3.46,1.28,0.22,3.58
1.23,0,0,0.56,0.46,4.96,3.39,0.28,3.58
1.04,821.94,852.78,0.52,0.51,5.46,4.22,0.33,3.58
1.22,440.39,537.7,0.49,0.4,5.09,4.03,0.28,3.58
1.46,0,0,0.22,0.32,3.66,3.18,0.24,3.57
1.4,507.9,713.2,0.36,0.34,5.39,4.65,0.25,3.57
2.16,173,373.8,0.31,0.24,4.4,3.82,0.16,3.57
1.27,0,0,0.36,0.38,4.62,2.44,0.27,3.57
1.19,492.23,584.37,0.52,0.44,4.68,4.03,0.29,3.57
1.24,654.99,815.19,0.52,0.42,5.32,4.31,0.27,3.57
1.24,0,0,0.44,0.35,4.09,2.38,0.28,3.57
1.24,414.4,515.3,0.43,0.42,4.63,3.89,0.28,3.56
2.04,0,0,0.25,0.18,3.25,2.57,0.17,3.56
1.98,0,0,0.3,0.24,4.19,2.45,0.18,3.56
1.35,0,0,0.47,0.35,4.3,1.81,0.26,3.56
1.44,676.13,970.71,0.49,0.34,5.7,4.68,0.24,3.56
1.31,484.62,636.61,0.5,0.38,5.6,4.06,0.26,3.56
2.29,0,0,0.39,0.17,3.39,1.92,0.15,3.56
1.7,55.4,94.4,0.15,0.24,4.23,3.78,0.21,3.55
1.32,333.3,449.8,0.2,0.35,7.3,5.79,0.26,3.55
1.26,0,0,0.17,0.34,3.32,2.9,0.28,3.55
1.48,369.82,547.88,0.47,0.32,5.15,4.99,0.23,3.55
2.1,151.89,319.04,0.52,0.25,4.55,3.8,0.16,3.55
1.75,0,0,0.39,0.22,2.55,1.74,0.2,3.55
1.14,558.5,635,0.47,0.42,6.81,4.69,0.3,3.55
1.56,235.5,367.07,0.4,0.26,5.5,5.14,0.22,3.55
1.14,0,0,0.58,0.51,4.62,3.39,0.3,3.55
1.23,1020.45,1241.22,0.46,0.37,6.13,5.55,0.27,3.55
1.44,531.2,766.4,0.35,0.31,7.59,7.19,0.24,3.54
1.97,0,0,0.07,0.2,3.96,2.86,0.18,3.54
1.2,0,0,0.23,0.44,4.12,2.89,0.29,3.54
1.49,597.9,892.2,0.48,0.35,4.77,4.43,0.23,3.54
1.36,0,0,0.16,0.27,5.89,3.53,0.26,3.54
2.26,0,0,0.12,0.17,3.25,2.51,0.15,3.54
2.84,0,0,0.2,0.14,4.67,3.6,0.12,3.54
1.4,0,0,0.16,0.28,5.01,2.44,0.25,3.54
1.07,0,0,0.35,0.48,5.52,3.15,0.32,3.54
1.85,0,0,0.16,0.2,3.58,2.99,0.19,3.54
1.36,589.5,799,0.32,0.34,5.79,5.49,0.25,3.54
1.51,462.6,696.4,0.48,0.36,4.86,4.09,0.23,3.54
1.22,0,0,0.49,0.4,4.93,3.41,0.28,3.54
1.31,479.42,626.21,0.45,0.35,7.08,5.44,0.26,3.54
1.26,573.14,723.6,0.49,0.38,4.98,4.34,0.27,3.54
1.63,355.13,577.44,0.45,0.28,5.32,4.67,0.21,3.54
1.37,482.36,658.53,0.45,0.33,5.78,5.05,0.25,3.54
1.03,598.33,613.98,0.53,0.52,5.2,4.57,0.33,3.54
1.62,0,0,0.56,0.34,4.1,2.51,0.21,3.54
1.32,0,0,0.45,0.34,3.99,3.13,0.26,3.54
1.88,0,0,0.26,0.24,5.55,3.71,0.18,3.53
1.91,0,0,0.25,0.24,3.84,2.6,0.18,3.53
1.24,694.9,864.2,0.43,0.4,6.21,5.96,0.27,3.53
1.68,192.4,322.8,0.15,0.25,5.79,4.2,0.21,3.53
1.59,326.6,517.7,0.28,0.28,7.43,5.79,0.22,3.53
1.81,0,0,0.43,0.24,5.63,2.54,0.19,3.53
1.57,419.24,658.18,0.49,0.31,5.47,3.82,0.22,3.53
1.1,544.4,598.22,0.49,0.44,6.51,5.29,0.31,3.53
1.69,191.8,323.5,0.19,0.27,5.67,4.61,0.2,3.52
2.22,0,0,0.1,0.17,3.59,2.64,0.16,3.52
1.56,0,0,0.37,0.3,5.04,2.43,0.22,3.52
1.52,0,0,0.27,0.29,5.09,3.57,0.23,3.52
