Density ,GSA ,VSA ,VF ,PV ,LCD ,PLD ,UG at PS ,UV at PS 
0.77,2833.79,2175.87,0.74,0.97,10.91,6.62,2.58,22.08
0.66,2612.94,1736.62,0.72,1.09,10.79,9.43,2.96,22.08
0.65,4808.52,3145.52,0.77,1.17,7.52,5.28,3.01,22.07
0.68,3142.6,2129.5,0.82,1.1,12.64,6.49,2.88,22.06
0.81,2364.87,1906.76,0.7,0.87,5.31,4.54,2.5,22.06
0.68,3103.45,2102.95,0.74,1.1,12.64,6.49,2.89,22.04
0.68,3131.76,2111.62,0.71,1.05,12.64,6.49,2.89,22.04
0.63,2195.77,1387.99,0.72,1.15,15.21,13.06,3.14,22.03
0.52,4953.18,2580.6,0.76,1.45,8.23,5.65,3.66,22.03
0.68,3305.17,2259.44,0.98,1.44,8.91,6.22,2.9,22.03
1.28,1917.84,2456.81,0.73,0.57,6.93,5.97,1.62,22.02
0.72,3060.6,2197.9,0.74,1.01,8.6,7.41,2.76,22.01
1.01,1961.65,1980.44,0.72,0.71,12.18,6.9,2.02,22.01
0.66,4749.53,3136.6,0.77,1.17,7.56,5.34,2.97,22.01
0.9,2319.2,2076.9,0.72,0.81,8.79,7.51,2.26,22
0.84,2820.7,2372.6,0.8,0.89,8.07,6.7,2.37,21.97
0.85,2376.18,2012.81,0.69,0.82,11.31,6.85,2.41,21.97
0.75,1762.25,1316.85,0.68,0.91,13.45,13.06,2.72,21.97
1.26,1959.25,2461.03,0.74,0.59,7.02,6.1,1.65,21.96
1.08,2016.21,2169.65,0.75,0.7,8.48,7.31,1.91,21.95
0.84,2834.25,2383.95,0.75,0.9,8.08,6.71,2.36,21.95
0.65,4808.52,3145.52,0.77,1.17,7.52,5.28,2.99,21.95
0.77,2846.3,2185.4,0.79,0.96,10.91,6.62,2.56,21.94
0.73,2582.88,1891.33,0.73,1,12.8,5.89,2.71,21.94
0.61,3251.8,1993,0.77,1.19,13.15,6.7,3.19,21.93
1.05,1691.46,1782.1,0.72,0.68,8.65,5.87,1.97,21.9
0.67,3103.77,2077.25,0.74,1.1,11.66,7.64,2.92,21.89
0.76,2688.47,2049.64,0.74,0.97,13.85,8.73,2.59,21.89
1.3,1149.35,1492.79,0.64,0.49,5.96,5.33,1.6,21.87
0.66,3193.7,2092.95,0.72,1.1,10.21,8.81,3,21.86
1.39,1253.15,1747.03,0.69,0.49,6.31,4.33,1.51,21.86
0.72,2309.93,1671.29,0.69,0.96,11.9,7.39,2.77,21.86
0.63,2321.15,1469.94,0.73,1.15,15.95,13.93,3.11,21.85
0.76,2553.31,1942.48,0.73,0.96,9.61,7.63,2.6,21.83
0.71,3027.27,2153.55,0.75,1.05,11.87,6.06,2.73,21.83
1.13,1612.71,1825.11,0.69,0.61,9.49,7.96,1.83,21.82
1.33,1904.74,2535.89,0.75,0.57,7.08,6.27,1.55,21.82
1.05,1964.61,2057.89,0.72,0.69,11.09,7.15,1.94,21.82
0.9,3175.72,2849.99,0.72,0.8,6.6,5.32,2.25,21.82
1.68,1580.51,2159.46,0.57,0.34,5.39,4.88,1.26,21.82
0.76,2947.05,2241.63,0.71,0.93,6.45,5.93,2.61,21.81
0.74,3266.91,2405.96,0.74,1.01,8.1,7.08,2.69,21.8
0.88,1533.82,1356.08,0.66,0.74,5.88,4.91,2.3,21.8
1.07,1900.97,2033.65,0.73,0.68,11.19,6.93,1.9,21.79
0.49,3889.67,1889.85,0.99,2.03,17.65,6.78,3.79,21.79
0.82,2425.6,1984.7,0.75,0.86,11.86,6.41,2.42,21.77
0.65,2749.3,1792.8,0.73,1.12,11,10.33,3.01,21.76
0.7,3553.05,2495.53,0.73,1.04,8.08,5.83,2.76,21.74
0.81,2595.9,2112.11,0.74,0.91,9.2,6.63,2.43,21.73
0.59,4396.65,2573.43,0.76,1.29,7.06,5.99,3.26,21.69
0.75,3982.49,2972.93,0.74,0.99,6.4,5.77,2.64,21.68
0.68,3086.24,2095.22,0.74,1.1,12.97,6.68,2.87,21.67
0.61,3692.47,2239.82,0.73,1.2,8.12,6.12,3.21,21.67
0.93,2095.6,1945.9,0.75,0.77,11.04,6.52,2.14,21.66
0.55,4124.22,2253.49,0.75,1.37,8.38,7.32,3.48,21.63
0.76,2940.75,2235.87,0.71,0.93,6.42,5.78,2.59,21.61
0.81,2603.6,2118.4,0.75,0.91,9.22,6.63,2.42,21.6
0.73,3628.89,2637.98,0.73,1,7.48,6.69,2.68,21.6
1,1976,1969.8,0.68,0.7,10.55,8.11,2.01,21.59
0.83,2744.31,2274.48,0.75,0.91,8.95,6.85,2.36,21.58
0.8,2356.62,1883.07,0.72,0.9,12.83,6.85,2.46,21.58
0.61,2677.64,1644.08,0.72,1.17,9.7,9.13,3.16,21.56
0.68,2989.3,2041.1,0.72,1.05,8.99,6.43,2.86,21.55
0.89,2052.63,1830.12,0.67,0.75,9.3,6.68,2.25,21.54
0.7,3028.06,2123.25,0.71,1.02,8.81,7.78,2.77,21.53
0.8,2356.61,1883.06,0.72,0.9,12.83,6.85,2.45,21.52
0.75,2444.74,1824.01,0.73,0.98,13.23,7.49,2.66,21.52
0.61,3193.98,1941.13,0.74,1.22,11.46,9.81,3.15,21.52
0.71,2484.68,1767.55,0.72,1.01,12.87,7.94,2.75,21.51
0.68,3545.34,2394,0.7,1.04,6.4,5.1,2.91,21.51
0.71,2968.8,2119.2,0.74,0.99,8.81,7.78,2.73,21.5
0.66,3059.17,2024.71,0.74,1.13,11.86,6.57,2.89,21.5
0.61,3215.6,1954.3,0.77,1.22,11.46,9.81,3.14,21.49
0.68,2984.53,2037.84,0.71,1.05,8.99,6.44,2.84,21.48
0.87,1809.3,1565.4,0.63,0.78,12.15,8.26,2.31,21.47
0.66,3245.51,2129.93,0.73,1.11,10.15,8.71,2.94,21.47
0.92,2377.34,2187.83,0.74,0.81,10.68,5.2,2.16,21.46
1.29,1962.59,2529.63,0.74,0.58,6.88,5.95,1.57,21.46
0.59,3219.47,1886.35,0.72,1.23,8.98,8.6,3.3,21.45
0.51,5604.2,2857.15,0.76,1.49,5.55,4.59,3.58,21.43
0.73,2676.6,1955.55,0.75,1.02,17.09,6.69,2.62,21.43
0.87,1820.53,1564.94,0.59,0.68,12.16,8.27,2.32,21.43
0.55,4412.08,2441.07,0.73,1.32,7.85,5.76,3.4,21.42
0.72,2493.22,1803.54,0.72,0.99,6.53,5.27,2.66,21.42
0.61,3316.71,1947.21,0.69,1.14,11.46,9.81,3.14,21.41
0.89,3163.44,2829.38,0.72,0.8,7,4.82,2.21,21.4
1.09,2114.3,2311,0.83,0.69,9.93,9.16,1.82,21.36
0.82,2406.56,1969.09,0.71,0.86,11.88,6.41,2.38,21.34
1.09,2236.59,2431.97,0.7,0.64,6.43,5.36,1.85,21.34
0.63,3476.21,2189.08,0.73,1.15,7.62,6.26,3.04,21.32
0.92,1530.52,1411.47,0.66,0.72,19.51,7.12,2.16,21.31
0.83,2299.26,1917.27,0.72,0.87,12.84,6.79,2.33,21.31
0.89,2115.37,1872.48,0.69,0.78,13.28,6.7,2.2,21.31
2.7,581.5,1572.3,0.53,0.23,9.52,4.31,0.77,21.29
0.81,2449.57,1996.14,0.71,0.87,11.92,6.68,2.38,21.29
0.96,1496.5,1435.6,0.68,0.73,15.82,9.45,2.07,21.27
0.54,4668.08,2514.52,0.75,1.4,7.2,5.95,3.39,21.27
1.11,1755.77,1940.73,0.67,0.61,7.26,4.93,1.83,21.27
0.62,3600.34,2248.58,0.72,1.16,10.17,6.65,3.02,21.26
0.8,2898.41,2140.87,0.7,0.88,11.7,8.34,2.4,21.26
0.72,2449.8,1767.5,0.71,0.99,12.89,7.94,2.68,21.25
0.88,2126.81,1877.83,0.72,0.82,13.27,6.71,2.2,21.24
2.99,0,0,0.5,0.19,13.13,3.18,0.7,21.23
0.85,1986.27,1684.23,0.69,0.81,8.88,8.68,2.36,21.23
0.82,2999.3,2452.4,0.71,0.87,6.79,5.04,2.35,21.22
0.59,3619.46,2117.49,0.69,1.18,11.43,8.65,3.26,21.2
0.58,3673.42,2118.08,0.74,1.29,12.87,5.42,3.22,21.18
0.96,1722.37,1651.43,0.72,0.75,11.05,7.95,2.08,21.18
0.62,3697.56,2294.84,0.74,1.2,8.27,6.66,3.04,21.16
3.18,0,0,0.51,0.16,5.15,3.28,0.66,21.16
0.73,2844,2077.8,0.72,0.98,12.42,9.38,2.64,21.15
0.86,2495.39,2141.43,0.74,0.86,9.17,5.76,2.26,21.15
0.89,2118.55,1873.44,0.69,0.78,13.28,6.7,2.18,21.14
0.57,5683.75,3252.69,0.77,1.35,6.84,6.03,3.24,21.12
0.92,1530.52,1411.47,0.66,0.72,19.51,7.12,2.14,21.11
0.63,2272.58,1438.86,0.73,1.15,15.94,12.83,3,21.1
1.06,2246.3,2372.1,0.65,0.7,6.93,5.61,1.89,21.09
0.52,5749.92,2974.02,0.76,1.47,5.25,4.65,3.49,21.09
0.67,2857.5,1921.09,0.75,1.11,15.26,10.84,2.82,21.07
0.61,3482.82,2124.89,0.76,1.25,9.49,8.48,3.03,21.07
0.72,2472.93,1770.62,0.72,1,11.92,6.64,2.67,21.06
0.64,3205.5,2058.87,0.75,1.16,8.84,7.51,2.89,21.06
0.54,4620.28,2491.19,0.75,1.39,7.79,6.4,3.37,21.05
0.74,3533.7,2603.86,0.73,1,7.86,5.54,2.57,21.05
0.77,2533.88,1943.23,0.7,0.91,8.3,7.37,2.53,21.04
0.88,2167.62,1905.55,0.72,0.82,13.19,6.67,2.19,21.04
0.76,2799.1,2139.1,0.79,0.97,11.7,8.32,2.5,21.03
0.74,1751.9,1289.5,0.81,0.99,14.99,9.9,2.56,21.02
0.59,3550.95,2078.08,0.7,1.19,11.54,8.85,3.24,21.01
1.03,2208.75,2372.81,0.57,0.55,6.68,6.45,1.89,21.01
0.77,2584.72,1985.24,0.7,0.91,7.53,6.7,2.5,21
0.71,2528.23,1787.65,0.72,1.02,15.35,9.74,2.7,21
1.18,1439.8,1700.8,0.65,0.57,8.53,7.77,1.66,20.99
0.71,3016.22,2129.81,0.71,1,8.82,7.79,2.69,20.99
0.82,1680.21,1375.56,0.71,0.86,20.62,7.96,2.41,20.97
0.59,4312.4,2546.74,0.74,1.26,8.97,5.7,3.13,20.97
0.78,2103.9,1634.5,0.67,0.88,11.9,7.39,2.48,20.96
0.89,2114.68,1874.31,0.72,0.81,13.28,6.7,2.16,20.96
0.79,2588.48,2041.06,0.7,0.89,9.52,5.88,2.42,20.96
0.58,3662.48,2127.78,0.74,1.27,12.78,5.32,3.17,20.96
0.88,2075.89,1808.34,0.69,0.78,13.31,6.69,2.17,20.96
0.76,3316.61,2518.3,0.74,0.97,7.21,6.84,2.51,20.95
0.89,2110.68,1871.34,0.69,0.78,13.27,6.7,2.16,20.94
2.97,0,0,0.49,0.19,12.74,3.1,0.69,20.93
1.13,2363.14,2671.93,0.7,0.62,6.13,4.97,1.73,20.93
0.74,1716.21,1273.66,0.73,0.98,14.99,9.9,2.54,20.92
0.82,2369.8,1950.7,0.69,0.82,10.57,7.53,2.34,20.91
0.79,2302.83,1812.28,0.72,0.91,10.67,8.78,2.44,20.9
0.72,2472.93,1770.62,0.72,1,11.92,6.64,2.65,20.89
0.75,2948.2,2207.1,0.83,1,10.84,6.73,2.48,20.86
0.58,4312.1,2484.6,0.8,1.3,9.79,6.18,3.12,20.86
0.9,2517.28,2269.34,0.75,0.83,7.9,6.93,2.13,20.86
0.72,3076.28,2226.48,0.72,1,11.3,5.59,2.6,20.86
0.87,3365.26,2923.17,0.77,0.89,8.15,7.73,2.18,20.85
0.61,3393.36,2072.98,0.73,1.2,12.72,5.38,3.02,20.84
0.86,2476.17,2139.57,0.74,0.86,9.21,5.77,2.21,20.84
0.68,2508.4,1698.1,0.72,1.07,18.64,3.91,2.76,20.81
0.87,2101.6,1848.9,0.76,0.83,13.21,6.73,2.19,20.81
0.83,2254.11,1874.85,0.68,0.82,9.67,7.85,2.33,20.81
1.1,1835.2,2014.04,0.67,0.61,6.99,4.87,1.8,20.81
0.97,1955.93,1900.63,0.7,0.72,7.18,5.36,2,20.8
0.88,2191.6,1927.7,0.75,0.82,13.2,6.41,2.17,20.79
0.7,3584.57,2513,0.74,1.06,8.51,5.95,2.62,20.77
0.76,2742.2,2094.67,0.72,0.95,9.5,5.48,2.5,20.77
0.69,2230.11,1534.3,0.69,1,9.49,8.61,2.78,20.76
0.66,1904.38,1256.41,0.69,1.05,11.44,10.59,2.97,20.75
0.87,2161.4,1889.4,0.76,0.83,13.25,6.65,2.18,20.74
0.82,2223.14,1832.6,0.72,0.87,11.16,7.26,2.32,20.74
0.89,2111.69,1874.7,0.69,0.78,13.26,6.7,2.14,20.74
1.19,1364.8,1629.6,0.64,0.57,8.65,8.02,1.63,20.73
0.7,2322.97,1630.58,0.7,1,18.3,4.5,2.71,20.73
0.88,2172.47,1903.96,0.72,0.82,13.23,6.69,2.16,20.73
0.84,2332.46,1952.08,0.67,0.81,10.56,7.53,2.28,20.73
0.64,3108.3,1980,0.77,1.16,12.52,7.61,2.88,20.71
0.89,2121.07,1874.89,0.69,0.78,13.28,6.69,2.14,20.71
1.17,1521.05,1783.59,0.68,0.58,8.78,6.55,1.68,20.7
0.7,3783.4,2638.1,0.79,1.07,8.58,5.81,2.62,20.69
1.05,1347.2,1416.1,0.58,0.62,17.26,5.34,1.87,20.69
1.21,1330.1,1606.3,0.65,0.56,8.32,7.63,1.6,20.69
0.7,3794.26,2645.68,0.75,1.08,8.58,5.81,2.63,20.69
0.85,2352.1,2007.81,0.73,0.85,10.21,5.9,2.21,20.69
1.3,2009.07,2603.55,0.75,0.58,6.93,6,1.5,20.68
0.59,4211.73,2482.21,0.77,1.3,8.23,5.64,3.07,20.68
0.66,3775.41,2496.29,0.74,1.12,6.28,5.46,2.85,20.67
0.88,2145.01,1891.7,0.72,0.82,13.17,6.67,2.14,20.67
0.75,3703.8,2796.4,0.73,0.98,7.3,5.37,2.49,20.66
0.89,2117.12,1873.86,0.72,0.81,13.31,6.69,2.14,20.65
0.75,2961.16,2216.77,0.75,1,10.86,6.77,2.46,20.65
0.88,2174.1,1904,0.76,0.83,13.24,6.66,2.15,20.64
0.58,5263.8,3072.82,0.78,1.33,5.6,4.77,3.05,20.64
0.88,2185.9,1923.4,0.76,0.82,13.2,6.62,2.15,20.63
0.64,3078.9,1961.3,0.77,1.15,12.53,7.49,2.87,20.62
0.65,2389,1548.93,0.73,1.12,14.42,8,2.86,20.62
2.38,537.94,1281.86,0.59,0.25,7.69,6.58,0.85,20.62
0.77,2313.35,1792.18,0.72,0.92,12.82,7.61,2.46,20.62
0.89,2108.21,1870.2,0.69,0.78,13.27,6.71,2.13,20.62
1.19,1376.1,1639.3,0.64,0.57,8.59,7.9,1.62,20.6
0.7,1504.4,1060.1,0.64,0.98,19.8,19.34,2.72,20.6
0.57,5230.27,2998.85,0.76,1.33,6.31,5.14,3.15,20.6
0.76,3050.29,2307.49,0.73,0.97,11.61,5.69,2.45,20.6
0.79,2765.3,2182.5,0.78,0.93,11.39,7.78,2.36,20.59
0.88,2088.8,1843.6,0.76,0.82,13.19,6.72,2.14,20.58
0.67,3148.35,2118.25,0.74,1.1,7.9,7.13,2.72,20.58
0.59,3544.59,2095.49,0.69,1.16,11.46,8.65,3.15,20.58
0.71,2299.05,1665.87,0.64,0.9,15.13,13.44,2.63,20.58
0.89,2121.17,1874.54,0.69,0.78,13.28,6.7,2.13,20.58
0.89,2117.28,1874.93,0.69,0.78,13.27,6.7,2.12,20.58
0.85,2337.8,1995.6,0.76,0.85,10.21,5.89,2.2,20.57
0.89,2116.33,1874.15,0.72,0.81,13.28,6.69,2.13,20.57
0.69,3269.22,2259.26,0.76,1.1,8.49,7.77,2.65,20.57
0.89,2117.92,1872.82,0.69,0.78,13.28,6.7,2.13,20.57
0.89,2125.82,1881.42,0.69,0.78,13.21,6.68,2.12,20.57
0.66,2923.83,1917.12,0.74,1.12,9.61,7.5,2.81,20.56
0.89,2124.76,1883.19,0.69,0.78,13.21,6.69,2.12,20.56
0.89,2114.78,1873.95,0.72,0.81,13.28,6.7,2.12,20.55
0.63,3355.11,2101.95,0.75,1.2,9,7.64,2.88,20.55
0.89,2121,1873.36,0.69,0.78,13.29,6.69,2.13,20.55
0.88,2185.5,1925.5,0.76,0.82,13.19,6.64,2.14,20.54
0.97,2118.7,2060.2,0.76,0.75,11.04,6.77,1.96,20.54
0.73,2908.4,2133.5,0.79,1.02,11.11,5.77,2.51,20.54
0.7,1948.9,1367.77,0.6,0.85,12.84,11.08,2.68,20.54
0.89,2111.68,1872.79,0.72,0.81,13.27,6.7,2.12,20.53
0.89,2114.72,1871.96,0.72,0.81,13.29,6.69,2.12,20.53
0.89,2112.22,1874.7,0.69,0.78,13.24,6.69,2.11,20.53
0.89,2116.07,1873.23,0.72,0.81,13.29,6.69,2.12,20.52
1.09,2601.45,2833.7,0.86,0.79,8.72,8.22,1.84,20.52
0.73,2898.12,2125.97,0.74,1.01,11.12,5.76,2.5,20.52
0.79,1621.7,1282,0.66,0.88,18.06,10.42,2.42,20.51
0.89,2115.37,1872.53,0.72,0.81,13.28,6.69,2.12,20.51
0.88,2148.7,1888.9,0.76,0.82,13.19,6.66,2.13,20.51
1.2,1382.3,1655.5,0.64,0.56,8.39,7.69,1.6,20.51
0.88,2144.8,1890.6,0.76,0.82,13.18,6.57,2.13,20.51
0.93,2114.07,1970.08,0.72,0.77,9.95,6.82,2.03,20.51
0.91,1402.55,1273.51,0.71,0.78,15.41,9.94,2.09,20.51
0.95,2656.64,2519.39,0.7,0.74,6.08,4.94,2,20.51
0.88,2104,1860.9,0.76,0.82,13.18,6.72,2.13,20.5
0.7,2582.13,1797.8,0.72,1.03,10.24,8.88,2.64,20.5
0.93,2131.06,1983.93,0.7,0.75,8.81,4.89,2.06,20.49
0.88,2158.3,1905.2,0.76,0.81,13.17,6.57,2.13,20.48
0.59,4035.76,2378.84,0.75,1.27,8.72,6.83,3.02,20.48
0.62,3381.16,2094.34,0.76,1.23,9.3,8.09,2.9,20.48
0.89,2116.4,1872.68,0.69,0.78,13.27,6.7,2.11,20.48
0.89,2116.95,1873.59,0.72,0.81,13.29,6.69,2.12,20.47
0.88,2141.2,1873,0.76,0.82,13.23,6.74,2.13,20.47
0.79,3756.71,2971.43,0.74,0.94,5.84,4.72,2.37,20.47
0.7,2948.74,1978.47,0.65,0.93,9.07,5.72,2.65,20.47
0.89,2111.25,1873.54,0.72,0.81,13.27,6.7,2.11,20.46
0.66,2927.61,1934.29,0.74,1.12,9.04,7.31,2.77,20.46
0.89,2115.5,1872.46,0.69,0.78,13.28,6.7,2.11,20.46
0.71,2332.2,1660.9,0.72,1,15.14,13.44,2.62,20.45
0.89,2112.7,1872.56,0.72,0.81,13.28,6.7,2.11,20.45
0.89,2112.03,1873.64,0.72,0.81,13.27,6.71,2.11,20.45
0.89,2114.43,1879.07,0.72,0.81,13.21,6.68,2.11,20.45
0.96,2177.35,2088.57,0.73,0.76,10.19,4.99,1.98,20.45
0.87,2003.13,1738.57,0.69,0.79,10.7,8.13,2.18,20.45
0.87,2163.19,1876.63,0.73,0.84,13,6.83,2.15,20.45
0.89,2120.8,1873.36,0.69,0.78,13.28,6.7,2.11,20.45
0.89,2107.65,1870.09,0.72,0.81,13.29,6.69,2.12,20.44
0.89,2110.53,1871.27,0.72,0.81,13.27,6.7,2.11,20.44
0.89,2112.78,1872.84,0.72,0.81,13.27,6.7,2.11,20.44
0.89,2108.78,1874.3,0.72,0.81,13.21,6.69,2.11,20.44
0.88,2164.2,1908.8,0.76,0.82,13.17,6.58,2.13,20.44
0.88,2084.6,1850.8,0.77,0.82,13.16,6.69,2.13,20.44
0.72,2985.58,2152.31,0.74,1.02,10.07,8.57,2.54,20.44
0.62,3084.65,1918.05,0.73,1.17,15.32,5.97,2.92,20.44
0.74,2084.51,1546.72,0.68,0.92,17.39,6.84,2.55,20.44
0.89,2113.14,1872.22,0.72,0.81,13.28,6.7,2.11,20.43
0.89,2111.77,1873.15,0.72,0.81,13.27,6.71,2.11,20.43
1.07,1516.74,1629.28,0.72,0.67,10.67,9.79,1.81,20.43
0.89,2120.34,1873.89,0.69,0.78,13.29,6.69,2.11,20.43
0.89,2115.83,1872.91,0.72,0.81,13.28,6.69,2.11,20.42
0.76,3043,2302,0.8,0.97,11.61,5.69,2.42,20.42
0.97,2265.3,2194.81,0.74,0.76,10.83,5.19,1.95,20.42
1,1931.48,1937.67,0.72,0.72,5.4,4.6,1.93,20.42
1.53,1617.2,2492.82,0.61,0.4,6.42,5.02,1.28,20.42
0.89,2108.04,1870.5,0.72,0.81,13.27,6.71,2.11,20.41
0.89,2114.04,1872.78,0.72,0.81,13.28,6.69,2.11,20.41
0.89,2054.98,1825.67,0.72,0.81,13.26,6.7,2.1,20.41
0.7,1931.5,1359.7,0.67,0.98,12.85,11.08,2.67,20.41
0.89,2116.71,1872.73,0.69,0.78,13.28,6.69,2.11,20.41
0.89,2112.29,1872.88,0.72,0.81,13.27,6.7,2.11,20.4
0.89,2113.25,1878.47,0.72,0.81,13.23,6.69,2.1,20.4
0.89,2117.64,1873.2,0.69,0.78,13.28,6.7,2.11,20.4
0.89,2114.09,1872.97,0.72,0.81,13.28,6.7,2.11,20.39
0.89,2108.71,1873.26,0.72,0.81,13.27,6.71,2.11,20.39
0.89,2107.78,1874.96,0.72,0.81,13.24,6.7,2.1,20.39
0.97,1596,1541.5,0.67,0.73,13.88,10.04,1.96,20.39
0.89,2123.26,1881.94,0.69,0.78,13.21,6.68,2.1,20.39
0.89,2113.18,1878.06,0.72,0.81,13.2,6.69,2.1,20.38
0.89,2114.14,1873.58,0.72,0.81,13.28,6.7,2.1,20.37
0.69,3289.1,2273,0.78,1.09,8.51,7.78,2.63,20.37
0.79,2770.83,2176.94,0.7,0.89,11.38,7.78,2.33,20.37
0.89,2110.84,1871.06,0.72,0.81,13.28,6.7,2.1,20.36
0.83,2246.93,1855.59,0.69,0.84,7.96,6.79,2.28,20.35
0.89,2114.96,1872.83,0.72,0.81,13.28,6.7,2.1,20.34
0.89,2114.96,1880.27,0.72,0.81,13.21,6.7,2.1,20.34
0.54,4537.13,2451.72,0.75,1.39,9,6.59,3.26,20.34
0.89,2115.05,1873.36,0.72,0.81,13.28,6.69,2.1,20.33
0.89,2114.95,1873.25,0.72,0.81,13.28,6.7,2.1,20.33
0.89,2108.54,1873.81,0.72,0.81,13.21,6.68,2.09,20.33
0.75,2621.69,1968.77,0.7,0.94,10.96,9.27,2.48,20.33
0.89,2117.99,1872.78,0.69,0.78,13.29,6.69,2.1,20.33
0.89,2111.26,1873.65,0.72,0.81,13.26,6.71,2.1,20.32
0.94,2280.29,2138.86,0.67,0.72,6.79,6.19,2.01,20.32
0.68,3453.12,2345.31,0.75,1.11,8.31,6.47,2.64,20.32
0.63,3248.53,2057.51,0.75,1.18,8.84,7.11,2.83,20.32
0.89,2115.12,1872.24,0.69,0.78,13.27,6.7,2.1,20.32
0.89,2057.7,1893.1,0.77,0.81,12.94,6.4,2.09,20.31
1.04,1352.03,1406.63,0.66,0.63,17.37,5.4,1.85,20.31
0.89,2112.82,1872.78,0.72,0.81,13.28,6.7,2.1,20.3
0.61,3407.79,2094.42,0.76,1.24,9.42,8.42,2.9,20.3
0.89,2115.75,1875.02,0.72,0.81,13.26,6.71,2.09,20.29
0.89,2110.83,1877.05,0.72,0.81,13.24,6.69,2.09,20.29
0.89,2108.36,1870.21,0.72,0.81,13.27,6.7,2.09,20.28
0.89,2110.33,1871.22,0.69,0.78,13.27,6.7,2.09,20.28
0.89,2112.25,1877.54,0.72,0.81,13.24,6.69,2.09,20.27
0.75,2575.3,1939.3,0.71,0.93,9.07,7.47,2.46,20.27
0.77,2514.55,1930.86,0.7,0.91,9.38,8.81,2.42,20.27
0.89,2113.23,1874.39,0.69,0.78,13.26,6.71,2.09,20.27
0.89,2120.98,1877.55,0.69,0.78,13.27,6.71,2.09,20.27
0.88,2037.1,1802.09,0.72,0.81,13.2,6.7,2.09,20.26
1.22,1332.3,1628.9,0.63,0.54,8.26,7.56,1.55,20.26
0.79,2734.66,2149.75,0.7,0.9,7.01,5.92,2.37,20.26
0.87,2181.7,1892.7,0.77,0.84,13.01,6.83,2.12,20.25
0.69,3292.19,2283.29,0.73,1.05,6.35,5.21,2.66,20.25
0.68,2833.33,1924.65,0.69,1.01,7.57,6.27,2.71,20.25
0.89,2114.53,1874.32,0.69,0.78,13.27,6.71,2.09,20.24
1.28,1264.2,1620.7,0.58,0.51,9.43,6.03,1.49,20.23
0.89,2108.95,1826.2,0.69,0.78,13.25,6.71,2.08,20.23
0.89,2105.54,1872.32,0.72,0.81,13.25,6.71,2.08,20.22
0.75,2575.57,1939.46,0.7,0.93,9.07,7.47,2.45,20.22
0.89,2112.34,1873.93,0.69,0.78,13.26,6.71,2.09,20.22
0.88,2210.3,1951.7,0.75,0.81,11.08,6.55,2.1,20.21
0.63,3279.27,2070.71,0.75,1.19,8.86,7.77,2.81,20.21
0.95,2259.2,2153.22,0.73,0.76,10.48,5.18,1.96,20.2
0.97,2224.23,2149.78,0.74,0.76,10.84,5.15,1.94,20.2
0.89,2122.37,1874.7,0.69,0.78,13.29,6.69,2.09,20.2
0.89,2115.48,1872.26,0.69,0.78,13.27,6.7,2.09,20.2
0.89,2120.16,1873.94,0.69,0.78,13.28,6.69,2.09,20.2
0.64,3213.44,2050.08,0.75,1.18,8.93,7.47,2.79,20.19
1.31,1200.5,1574.3,0.57,0.49,9.12,6.55,1.45,20.18
0.95,2105.87,1990.71,0.69,0.73,11.42,6.56,1.98,20.18
0.59,4181.49,2453.98,0.74,1.26,7.81,5.97,3.01,20.18
0.71,2303,0,0.58,0.81,10.35,7.33,2.62,20.18
0.71,2239.97,1580.66,0.72,1.02,12.58,12.06,2.6,20.17
0.77,2795.12,2144.77,0.75,0.97,11.75,5.65,2.36,20.17
0.64,2641,1683.1,0.66,1.11,10.81,10.12,2.84,20.16
0.87,2003.13,1738.57,0.69,0.79,10.7,8.13,2.15,20.16
1.04,1724.8,1797.1,0.65,0.67,9.53,4.2,1.81,20.15
0.96,1245.5,1194.9,0.78,0.74,16.48,9.14,1.94,20.15
1.05,1342.05,1410.78,0.65,0.62,17.26,5.34,1.81,20.15
0.89,2119.09,1873.57,0.69,0.78,13.28,6.69,2.08,20.15
0.89,2113.43,1872.34,0.69,0.78,13.27,6.7,2.08,20.15
0.89,2121.48,1880.1,0.69,0.78,13.2,6.7,2.08,20.15
0.71,2337.19,1664.44,0.71,1,15.13,13.44,2.58,20.14
0.66,2924,1915.46,0.75,1.15,10.4,7.16,2.75,20.14
0.89,2119.82,1873.34,0.69,0.78,13.29,6.69,2.08,20.14
1.21,1349.1,1634.1,0.64,0.55,8.42,7.79,1.55,20.12
0.73,2827.19,2070.13,0.74,1.01,16.57,4.85,2.47,20.12
0.79,2677.03,2103.22,0.73,0.92,12.05,5.92,2.31,20.12
0.9,2132.1,1883.2,0.77,0.8,13.17,6.65,2.05,20.11
0.9,2342.21,2099.54,0.71,0.79,6.18,5.6,2.08,20.11
0.79,2207.12,1752.95,0.72,0.9,14.39,6.75,2.3,20.11
0.63,3287.81,2085.34,0.75,1.18,8.93,7.56,2.79,20.11
0.72,3732.8,2671.99,0.75,1.05,7.69,5.46,2.52,20.1
0.62,3679.41,2280.5,0.74,1.19,8.09,6.49,2.87,20.09
0.75,2802.97,2093.85,0.71,0.95,9.24,5.61,2.43,20.09
0.64,2057.15,1316.01,0.68,1.07,16.12,10.14,2.89,20.09
0.76,1658.18,1257.54,0.72,0.94,14.6,9.55,2.39,20.09
0.97,2255.48,2177.03,0.74,0.76,10.84,5.16,1.92,20.08
